Test Sample, 26.6.2020, 9:15
Fixed value(s) :  AC Volt  [Vrms]=1.0000e-01
 Freq. [Hz]	 Temp. [°C]	 Eps'    	 Eps''   
1.76386e+05	5.50000e+01	-3.53305e+03	2.94262e+04
1.25990e+05	5.50000e+01	3.29545e+02	4.13363e+04
8.99928e+04	5.50000e+01	7.26883e+03	5.76059e+04
6.42805e+04	5.50000e+01	1.96630e+04	7.58739e+04
4.59147e+04	5.50000e+01	3.99138e+04	9.57598e+04
3.27962e+04	5.50000e+01	6.81898e+04	1.12341e+05
2.34258e+04	5.50000e+01	1.01836e+05	1.21930e+05
1.67328e+04	5.50000e+01	1.34569e+05	1.24527e+05
1.19520e+04	5.50000e+01	1.64246e+05	1.23254e+05
8.53712e+03	5.50000e+01	1.90874e+05	1.21424e+05
6.09794e+03	5.50000e+01	2.15415e+05	1.20635e+05
4.35567e+03	5.50000e+01	2.38762e+05	1.21541e+05
3.11119e+03	5.50000e+01	2.61490e+05	1.24646e+05
2.22228e+03	5.50000e+01	2.84342e+05	1.30473e+05
1.58734e+03	5.50000e+01	3.08132e+05	1.39577e+05
1.13382e+03	5.50000e+01	3.33509e+05	1.52412e+05
8.09869e+02	5.50000e+01	3.61170e+05	1.69418e+05
5.78478e+02	5.50000e+01	3.91878e+05	1.91077e+05
4.13199e+02	5.50000e+01	4.27337e+05	2.18385e+05
2.95142e+02	5.50000e+01	4.68422e+05	2.51678e+05
2.10816e+02	5.50000e+01	5.16433e+05	2.91681e+05
1.50583e+02	5.50000e+01	5.72483e+05	3.38931e+05
1.07559e+02	5.50000e+01	6.37646e+05	3.94265e+05
7.68279e+01	5.50000e+01	7.13468e+05	4.58961e+05
5.48770e+01	5.50000e+01	7.99304e+05	5.35150e+05
3.91979e+01	5.50000e+01	8.97218e+05	6.26012e+05
2.79985e+01	5.50000e+01	1.00764e+06	7.35871e+05
1.99989e+01	5.50000e+01	1.13373e+06	8.68286e+05
1.42850e+01	5.50000e+01	1.27520e+06	1.03431e+06
1.02035e+01	5.50000e+01	1.43667e+06	1.23961e+06
7.28824e+00	5.50000e+01	1.62205e+06	1.50165e+06
5.20588e+00	5.50000e+01	1.83352e+06	1.83540e+06
3.71849e+00	5.50000e+01	2.08055e+06	2.25947e+06
2.65606e+00	5.50000e+01	2.36572e+06	2.80757e+06
1.89719e+00	5.50000e+01	2.70386e+06	3.51325e+06
1.35513e+00	5.50000e+01	3.10437e+06	4.43704e+06
9.67953e-01	5.50000e+01	3.58624e+06	5.63943e+06
6.91395e-01	5.50000e+01	4.17927e+06	7.21623e+06
4.93854e-01	5.50000e+01	4.90827e+06	9.29372e+06
3.52753e-01	5.50000e+01	5.81219e+06	1.20229e+07
2.51966e-01	5.50000e+01	6.97899e+06	1.56324e+07
1.79976e-01	5.50000e+01	8.41689e+06	2.03247e+07
1.28554e-01	5.50000e+01	1.02583e+07	2.64988e+07
1.00000e-01	5.50000e+01	1.19674e+07	3.23437e+07
1.00000e+07	6.00000e+01	-6.60137e+01	5.82798e+00
7.14286e+06	6.00000e+01	-1.02507e+02	1.65873e+01
5.10204e+06	6.00000e+01	-1.78895e+02	3.79022e+01
3.64432e+06	6.00000e+01	-3.17518e+02	8.32025e+01
2.60308e+06	6.00000e+01	-5.70687e+02	2.00848e+02
1.85934e+06	6.00000e+01	-1.00274e+03	4.85574e+02
1.32810e+06	6.00000e+01	-1.69531e+03	1.10879e+03
9.48645e+05	6.00000e+01	-2.63225e+03	2.26459e+03
6.77604e+05	6.00000e+01	-3.78632e+03	4.36269e+03
4.84003e+05	6.00000e+01	-5.02302e+03	7.75967e+03
3.45716e+05	6.00000e+01	-5.91225e+03	1.29916e+04
2.46940e+05	6.00000e+01	-5.94077e+03	2.04000e+04
1.76386e+05	6.00000e+01	-4.66368e+03	3.04597e+04
1.25990e+05	6.00000e+01	-1.26227e+03	4.32071e+04
8.99928e+04	6.00000e+01	4.93560e+03	6.10529e+04
6.42805e+04	6.00000e+01	1.67720e+04	8.19777e+04
4.59147e+04	6.00000e+01	3.73544e+04	1.06237e+05
3.27962e+04	6.00000e+01	6.82517e+04	1.28380e+05
2.34258e+04	6.00000e+01	1.07624e+05	1.43034e+05
1.67328e+04	6.00000e+01	1.47739e+05	1.48182e+05
1.19520e+04	6.00000e+01	1.84834e+05	1.47300e+05
8.53712e+03	6.00000e+01	2.17920e+05	1.44408e+05
6.09794e+03	6.00000e+01	2.47913e+05	1.42037e+05
4.35567e+03	6.00000e+01	2.75784e+05	1.41166e+05
3.11119e+03	6.00000e+01	3.02259e+05	1.42675e+05
2.22228e+03	6.00000e+01	3.28205e+05	1.47265e+05
1.58734e+03	6.00000e+01	3.54727e+05	1.55685e+05
1.13382e+03	6.00000e+01	3.82623e+05	1.68468e+05
8.09869e+02	6.00000e+01	4.12704e+05	1.86058e+05
5.78478e+02	6.00000e+01	4.46206e+05	2.09232e+05
4.13199e+02	6.00000e+01	4.83936e+05	2.38369e+05
2.95142e+02	6.00000e+01	5.27911e+05	2.74661e+05
2.10816e+02	6.00000e+01	5.79225e+05	3.19154e+05
1.50583e+02	6.00000e+01	6.38899e+05	3.71875e+05
1.07559e+02	6.00000e+01	7.08456e+05	4.35026e+05
7.68279e+01	6.00000e+01	7.88919e+05	5.09984e+05
5.48770e+01	6.00000e+01	8.82342e+05	5.99617e+05
3.91979e+01	6.00000e+01	9.88337e+05	7.07888e+05
2.79985e+01	6.00000e+01	1.10991e+06	8.40520e+05
1.99989e+01	6.00000e+01	1.24934e+06	1.00371e+06
1.42850e+01	6.00000e+01	1.40954e+06	1.20635e+06
1.02035e+01	6.00000e+01	1.59374e+06	1.46009e+06
7.28824e+00	6.00000e+01	1.80801e+06	1.78160e+06
5.20588e+00	6.00000e+01	2.05915e+06	2.19252e+06
3.71849e+00	6.00000e+01	2.35637e+06	2.71393e+06
2.65606e+00	6.00000e+01	2.69438e+06	3.39476e+06
1.89719e+00	6.00000e+01	3.11089e+06	4.24448e+06
1.35513e+00	6.00000e+01	3.61285e+06	5.37616e+06
9.67953e-01	6.00000e+01	4.21942e+06	6.83632e+06
6.91395e-01	6.00000e+01	4.96454e+06	8.75209e+06
4.93854e-01	6.00000e+01	5.88236e+06	1.12563e+07
3.52753e-01	6.00000e+01	7.03508e+06	1.45306e+07
2.51966e-01	6.00000e+01	8.50410e+06	1.88161e+07
1.79976e-01	6.00000e+01	1.03766e+07	2.44190e+07
1.28554e-01	6.00000e+01	1.28358e+07	3.18366e+07
1.00000e-01	6.00000e+01	1.50435e+07	3.87783e+07
1.00000e+07	6.50000e+01	-6.60700e+01	5.79899e+00
7.14286e+06	6.50000e+01	-1.02570e+02	1.64239e+01
5.10204e+06	6.50000e+01	-1.79043e+02	3.74463e+01
3.64432e+06	6.50000e+01	-3.17914e+02	8.20517e+01
2.60308e+06	6.50000e+01	-5.72300e+02	1.98036e+02
1.85934e+06	6.50000e+01	-1.00778e+03	4.79731e+02
1.32810e+06	6.50000e+01	-1.71091e+03	1.09825e+03
9.48645e+05	6.50000e+01	-2.66958e+03	2.24793e+03
6.77604e+05	6.50000e+01	-3.86996e+03	4.34602e+03
4.84003e+05	6.50000e+01	-5.18887e+03	7.76079e+03
3.45716e+05	6.50000e+01	-6.21203e+03	1.30558e+04
2.46940e+05	6.50000e+01	-6.44634e+03	2.06085e+04
1.76386e+05	6.50000e+01	-5.46854e+03	3.09492e+04
1.25990e+05	6.50000e+01	-2.47187e+03	4.42110e+04
8.99928e+04	6.50000e+01	3.08211e+03	6.30785e+04
6.42805e+04	6.50000e+01	1.42988e+04	8.57900e+04
4.59147e+04	6.50000e+01	3.46887e+04	1.13169e+05
3.27962e+04	6.50000e+01	6.69347e+04	1.39610e+05
2.34258e+04	6.50000e+01	1.10142e+05	1.58702e+05
1.67328e+04	6.50000e+01	1.55683e+05	1.66744e+05
1.19520e+04	6.50000e+01	1.98739e+05	1.66717e+05
8.53712e+03	6.50000e+01	2.37190e+05	1.63498e+05
6.09794e+03	6.50000e+01	2.71852e+05	1.60247e+05
4.35567e+03	6.50000e+01	3.03684e+05	1.58325e+05
3.11119e+03	6.50000e+01	3.33501e+05	1.58716e+05
2.22228e+03	6.50000e+01	3.62389e+05	1.62600e+05
1.58734e+03	6.50000e+01	3.91498e+05	1.70651e+05
1.13382e+03	6.50000e+01	4.21871e+05	1.83541e+05
8.09869e+02	6.50000e+01	4.54385e+05	2.01689e+05
5.78478e+02	6.50000e+01	4.90310e+05	2.25810e+05
4.13199e+02	6.50000e+01	5.30626e+05	2.56725e+05
2.95142e+02	6.50000e+01	5.77489e+05	2.95505e+05
2.10816e+02	6.50000e+01	6.31924e+05	3.43153e+05
1.50583e+02	6.50000e+01	6.95312e+05	4.00672e+05
1.07559e+02	6.50000e+01	7.69099e+05	4.69802e+05
7.68279e+01	6.50000e+01	8.54424e+05	5.52598e+05
5.48770e+01	6.50000e+01	9.53822e+05	6.52472e+05
3.91979e+01	6.50000e+01	1.06727e+06	7.74944e+05
2.79985e+01	6.50000e+01	1.19799e+06	9.25074e+05
1.99989e+01	6.50000e+01	1.34864e+06	1.10978e+06
1.42850e+01	6.50000e+01	1.52439e+06	1.34258e+06
1.02035e+01	6.50000e+01	1.73095e+06	1.63695e+06
7.28824e+00	6.50000e+01	1.96978e+06	2.00435e+06
5.20588e+00	6.50000e+01	2.25176e+06	2.47388e+06
3.71849e+00	6.50000e+01	2.59841e+06	3.07541e+06
2.65606e+00	6.50000e+01	3.00705e+06	3.84361e+06
1.89719e+00	6.50000e+01	3.49890e+06	4.82036e+06
1.35513e+00	6.50000e+01	4.11242e+06	6.08096e+06
9.67953e-01	6.50000e+01	4.84306e+06	7.71871e+06
6.91395e-01	6.50000e+01	5.74386e+06	9.83190e+06
4.93854e-01	6.50000e+01	6.86912e+06	1.25645e+07
3.52753e-01	6.50000e+01	8.29342e+06	1.61059e+07
2.51966e-01	6.50000e+01	1.00903e+07	2.06807e+07
1.79976e-01	6.50000e+01	1.23298e+07	2.65710e+07
1.28554e-01	6.50000e+01	1.50633e+07	3.41623e+07
1.00000e-01	6.50000e+01	1.75015e+07	4.11069e+07
1.00000e+07	7.00000e+01	-6.59207e+01	5.78062e+00
7.14286e+06	7.00000e+01	-1.02543e+02	1.62636e+01
5.10204e+06	7.00000e+01	-1.79047e+02	3.70568e+01
3.64432e+06	7.00000e+01	-3.18044e+02	8.12601e+01
2.60308e+06	7.00000e+01	-5.72969e+02	1.96252e+02
1.85934e+06	7.00000e+01	-1.01058e+03	4.75514e+02
1.32810e+06	7.00000e+01	-1.71868e+03	1.08964e+03
9.48645e+05	7.00000e+01	-2.69174e+03	2.23307e+03
6.77604e+05	7.00000e+01	-3.92402e+03	4.32720e+03
4.84003e+05	7.00000e+01	-5.30440e+03	7.74914e+03
3.45716e+05	7.00000e+01	-6.43436e+03	1.30841e+04
2.46940e+05	7.00000e+01	-6.82830e+03	2.07516e+04
1.76386e+05	7.00000e+01	-6.06779e+03	3.13478e+04
1.25990e+05	7.00000e+01	-3.30402e+03	4.50440e+04
8.99928e+04	7.00000e+01	1.93408e+03	6.46919e+04
6.42805e+04	7.00000e+01	1.30106e+04	8.86572e+04
4.59147e+04	7.00000e+01	3.37508e+04	1.17967e+05
3.27962e+04	7.00000e+01	6.74387e+04	1.46717e+05
2.34258e+04	7.00000e+01	1.13446e+05	1.67644e+05
1.67328e+04	7.00000e+01	1.62342e+05	1.76152e+05
1.19520e+04	7.00000e+01	2.08298e+05	1.75497e+05
8.53712e+03	7.00000e+01	2.48945e+05	1.71164e+05
6.09794e+03	7.00000e+01	2.85205e+05	1.66781e+05
4.35567e+03	7.00000e+01	3.18215e+05	1.63765e+05
3.11119e+03	7.00000e+01	3.48892e+05	1.63330e+05
2.22228e+03	7.00000e+01	3.78403e+05	1.66465e+05
1.58734e+03	7.00000e+01	4.08002e+05	1.73996e+05
1.13382e+03	7.00000e+01	4.38847e+05	1.86482e+05
8.09869e+02	7.00000e+01	4.71750e+05	2.04421e+05
5.78478e+02	7.00000e+01	5.08004e+05	2.28567e+05
4.13199e+02	7.00000e+01	5.48482e+05	2.59591e+05
2.95142e+02	7.00000e+01	5.95078e+05	2.98466e+05
2.10816e+02	7.00000e+01	6.49565e+05	3.47155e+05
1.50583e+02	7.00000e+01	7.12561e+05	4.05816e+05
1.07559e+02	7.00000e+01	7.86337e+05	4.77364e+05
7.68279e+01	7.00000e+01	8.71991e+05	5.63931e+05
5.48770e+01	7.00000e+01	9.72190e+05	6.69227e+05
3.91979e+01	7.00000e+01	1.08781e+06	7.97802e+05
2.79985e+01	7.00000e+01	1.22194e+06	9.56745e+05
1.99989e+01	7.00000e+01	1.37888e+06	1.15381e+06
1.42850e+01	7.00000e+01	1.56157e+06	1.39851e+06
1.02035e+01	7.00000e+01	1.77757e+06	1.70685e+06
7.28824e+00	7.00000e+01	2.03424e+06	2.09558e+06
5.20588e+00	7.00000e+01	2.34235e+06	2.58974e+06
3.71849e+00	7.00000e+01	2.71239e+06	3.21261e+06
2.65606e+00	7.00000e+01	3.15322e+06	4.01143e+06
1.89719e+00	7.00000e+01	3.70227e+06	5.00448e+06
1.35513e+00	7.00000e+01	4.36383e+06	6.29698e+06
9.67953e-01	7.00000e+01	5.18953e+06	7.96166e+06
6.91395e-01	7.00000e+01	6.18397e+06	1.00783e+07
4.93854e-01	7.00000e+01	7.43428e+06	1.28022e+07
3.52753e-01	7.00000e+01	8.98722e+06	1.62993e+07
2.51966e-01	7.00000e+01	1.08924e+07	2.07513e+07
1.79976e-01	7.00000e+01	1.31887e+07	2.64199e+07
1.28554e-01	7.00000e+01	1.59181e+07	3.36093e+07
1.00000e-01	7.00000e+01	1.81961e+07	4.01950e+07
1.00000e+07	7.50000e+01	-6.62012e+01	5.54966e+00
7.14286e+06	7.50000e+01	-1.02587e+02	1.59620e+01
5.10204e+06	7.50000e+01	-1.79253e+02	3.63517e+01
3.64432e+06	7.50000e+01	-3.18776e+02	7.95670e+01
2.60308e+06	7.50000e+01	-5.75291e+02	1.92271e+02
1.85934e+06	7.50000e+01	-1.01850e+03	4.67215e+02
1.32810e+06	7.50000e+01	-1.74272e+03	1.07436e+03
9.48645e+05	7.50000e+01	-2.74928e+03	2.21314e+03
6.77604e+05	7.50000e+01	-4.04833e+03	4.31796e+03
4.84003e+05	7.50000e+01	-5.54189e+03	7.78755e+03
3.45716e+05	7.50000e+01	-6.82903e+03	1.32553e+04
2.46940e+05	7.50000e+01	-7.40569e+03	2.11886e+04
1.76386e+05	7.50000e+01	-6.83419e+03	3.22323e+04
1.25990e+05	7.50000e+01	-4.20030e+03	4.65982e+04
8.99928e+04	7.50000e+01	9.00563e+02	6.73484e+04
6.42805e+04	7.50000e+01	1.21618e+04	9.28683e+04
4.59147e+04	7.50000e+01	3.37668e+04	1.24395e+05
3.27962e+04	7.50000e+01	6.96485e+04	1.55498e+05
2.34258e+04	7.50000e+01	1.19273e+05	1.77864e+05
1.67328e+04	7.50000e+01	1.71929e+05	1.86086e+05
1.19520e+04	7.50000e+01	2.20850e+05	1.84000e+05
8.53712e+03	7.50000e+01	2.63497e+05	1.77863e+05
6.09794e+03	7.50000e+01	3.00953e+05	1.71757e+05
4.35567e+03	7.50000e+01	3.34634e+05	1.67157e+05
3.11119e+03	7.50000e+01	3.65625e+05	1.65499e+05
2.22228e+03	7.50000e+01	3.95247e+05	1.67750e+05
1.58734e+03	7.50000e+01	4.24837e+05	1.74547e+05
1.13382e+03	7.50000e+01	4.55621e+05	1.86402e+05
8.09869e+02	7.50000e+01	4.88305e+05	2.03714e+05
5.78478e+02	7.50000e+01	5.24131e+05	2.27147e+05
4.13199e+02	7.50000e+01	5.64129e+05	2.57651e+05
2.95142e+02	7.50000e+01	6.10364e+05	2.96564e+05
2.10816e+02	7.50000e+01	6.63924e+05	3.45042e+05
1.50583e+02	7.50000e+01	7.26301e+05	4.04679e+05
1.07559e+02	7.50000e+01	7.99365e+05	4.77781e+05
7.68279e+01	7.50000e+01	8.84719e+05	5.66713e+05
5.48770e+01	7.50000e+01	9.84230e+05	6.75195e+05
3.91979e+01	7.50000e+01	1.10161e+06	8.08350e+05
2.79985e+01	7.50000e+01	1.23788e+06	9.73260e+05
1.99989e+01	7.50000e+01	1.39779e+06	1.17728e+06
1.42850e+01	7.50000e+01	1.58611e+06	1.43105e+06
1.02035e+01	7.50000e+01	1.81146e+06	1.75229e+06
7.28824e+00	7.50000e+01	2.07842e+06	2.15198e+06
5.20588e+00	7.50000e+01	2.40419e+06	2.65730e+06
3.71849e+00	7.50000e+01	2.79202e+06	3.30094e+06
2.65606e+00	7.50000e+01	3.26166e+06	4.10619e+06
1.89719e+00	7.50000e+01	3.82844e+06	5.13964e+06
1.35513e+00	7.50000e+01	4.53194e+06	6.43439e+06
9.67953e-01	7.50000e+01	5.39907e+06	8.11568e+06
6.91395e-01	7.50000e+01	6.44009e+06	1.02188e+07
4.93854e-01	7.50000e+01	7.73902e+06	1.29231e+07
3.52753e-01	7.50000e+01	9.32648e+06	1.63801e+07
2.51966e-01	7.50000e+01	1.12426e+07	2.07703e+07
1.79976e-01	7.50000e+01	1.35074e+07	2.63202e+07
1.28554e-01	7.50000e+01	1.61111e+07	3.37621e+07
1.00000e-01	7.50000e+01	1.84254e+07	4.04844e+07
1.00000e+07	8.00000e+01	-6.58474e+01	5.42157e+00
7.14286e+06	8.00000e+01	-1.02570e+02	1.56982e+01
5.10204e+06	8.00000e+01	-1.79291e+02	3.58205e+01
3.64432e+06	8.00000e+01	-3.19116e+02	7.85787e+01
2.60308e+06	8.00000e+01	-5.76374e+02	1.90218e+02
1.85934e+06	8.00000e+01	-1.02230e+03	4.63046e+02
1.32810e+06	8.00000e+01	-1.75338e+03	1.06708e+03
9.48645e+05	8.00000e+01	-2.77492e+03	2.20410e+03
6.77604e+05	8.00000e+01	-4.10237e+03	4.31204e+03
4.84003e+05	8.00000e+01	-5.64116e+03	7.80114e+03
3.45716e+05	8.00000e+01	-6.99597e+03	1.33207e+04
2.46940e+05	8.00000e+01	-7.65047e+03	2.13567e+04
1.76386e+05	8.00000e+01	-7.17697e+03	3.25619e+04
1.25990e+05	8.00000e+01	-4.66089e+03	4.71725e+04
8.99928e+04	8.00000e+01	2.29115e+02	6.83577e+04
6.42805e+04	8.00000e+01	1.12680e+04	9.45760e+04
4.59147e+04	8.00000e+01	3.27594e+04	1.27359e+05
3.27962e+04	8.00000e+01	6.90887e+04	1.60295e+05
2.34258e+04	8.00000e+01	1.20220e+05	1.84689e+05
1.67328e+04	8.00000e+01	1.75127e+05	1.94354e+05
1.19520e+04	8.00000e+01	2.26637e+05	1.92905e+05
8.53712e+03	8.00000e+01	2.71644e+05	1.87059e+05
6.09794e+03	8.00000e+01	3.11228e+05	1.81056e+05
4.35567e+03	8.00000e+01	3.46814e+05	1.76678e+05
3.11119e+03	8.00000e+01	3.79679e+05	1.75327e+05
2.22228e+03	8.00000e+01	4.11120e+05	1.78175e+05
1.58734e+03	8.00000e+01	4.42664e+05	1.85762e+05
1.13382e+03	8.00000e+01	4.75483e+05	1.98647e+05
8.09869e+02	8.00000e+01	5.10199e+05	2.17221e+05
5.78478e+02	8.00000e+01	5.48502e+05	2.42662e+05
4.13199e+02	8.00000e+01	5.91485e+05	2.75866e+05
2.95142e+02	8.00000e+01	6.39881e+05	3.17755e+05
2.10816e+02	8.00000e+01	6.96525e+05	3.70771e+05
1.50583e+02	8.00000e+01	7.62364e+05	4.36633e+05
1.07559e+02	8.00000e+01	8.39441e+05	5.17974e+05
7.68279e+01	8.00000e+01	9.29480e+05	6.17437e+05
5.48770e+01	8.00000e+01	1.03600e+06	7.41275e+05
3.91979e+01	8.00000e+01	1.16342e+06	8.96181e+05
2.79985e+01	8.00000e+01	1.31277e+06	1.08873e+06
1.99989e+01	8.00000e+01	1.48862e+06	1.32545e+06
1.42850e+01	8.00000e+01	1.69744e+06	1.62617e+06
1.02035e+01	8.00000e+01	1.95017e+06	2.00316e+06
7.28824e+00	8.00000e+01	2.25347e+06	2.47907e+06
5.20588e+00	8.00000e+01	2.61984e+06	3.07619e+06
3.71849e+00	8.00000e+01	3.06387e+06	3.84344e+06
2.65606e+00	8.00000e+01	3.62062e+06	4.81266e+06
1.89719e+00	8.00000e+01	4.25027e+06	6.05074e+06
1.35513e+00	8.00000e+01	5.05970e+06	7.59640e+06
9.67953e-01	8.00000e+01	6.03258e+06	9.57890e+06
6.91395e-01	8.00000e+01	7.23824e+06	1.20885e+07
4.93854e-01	8.00000e+01	8.69372e+06	1.52387e+07
3.52753e-01	8.00000e+01	1.04563e+07	1.92547e+07
2.51966e-01	8.00000e+01	1.25651e+07	2.44312e+07
1.79976e-01	8.00000e+01	1.51047e+07	3.10880e+07
1.28554e-01	8.00000e+01	1.77245e+07	3.92431e+07
1.00000e-01	8.00000e+01	2.02173e+07	4.70613e+07
1.00000e+07	8.50000e+01	-6.58739e+01	5.25568e+00
7.14286e+06	8.50000e+01	-1.02700e+02	1.56073e+01
5.10204e+06	8.50000e+01	-1.79545e+02	3.56468e+01
3.64432e+06	8.50000e+01	-3.19612e+02	7.81117e+01
2.60308e+06	8.50000e+01	-5.77904e+02	1.89006e+02
1.85934e+06	8.50000e+01	-1.02646e+03	4.61342e+02
1.32810e+06	8.50000e+01	-1.76480e+03	1.06616e+03
9.48645e+05	8.50000e+01	-2.79762e+03	2.21068e+03
6.77604e+05	8.50000e+01	-4.13707e+03	4.34370e+03
4.84003e+05	8.50000e+01	-5.67602e+03	7.88400e+03
3.45716e+05	8.50000e+01	-6.97441e+03	1.34829e+04
2.46940e+05	8.50000e+01	-7.46910e+03	2.15845e+04
1.76386e+05	8.50000e+01	-6.70787e+03	3.27575e+04
1.25990e+05	8.50000e+01	-3.79884e+03	4.71152e+04
8.99928e+04	8.50000e+01	1.59704e+03	6.76864e+04
6.42805e+04	8.50000e+01	1.29344e+04	9.26917e+04
4.59147e+04	8.50000e+01	3.40849e+04	1.23514e+05
3.27962e+04	8.50000e+01	6.84990e+04	1.54184e+05
2.34258e+04	8.50000e+01	1.15778e+05	1.77503e+05
1.67328e+04	8.50000e+01	1.66472e+05	1.88566e+05
1.19520e+04	8.50000e+01	2.14780e+05	1.90830e+05
8.53712e+03	8.50000e+01	2.58356e+05	1.89829e+05
6.09794e+03	8.50000e+01	2.98296e+05	1.89269e+05
4.35567e+03	8.50000e+01	3.35804e+05	1.90545e+05
3.11119e+03	8.50000e+01	3.71820e+05	1.94624e+05
2.22228e+03	8.50000e+01	4.07713e+05	2.02965e+05
1.58734e+03	8.50000e+01	4.44719e+05	2.16131e+05
1.13382e+03	8.50000e+01	4.83911e+05	2.35027e+05
8.09869e+02	8.50000e+01	5.26088e+05	2.60052e+05
5.78478e+02	8.50000e+01	5.72268e+05	2.92165e+05
4.13199e+02	8.50000e+01	6.24163e+05	3.33292e+05
2.95142e+02	8.50000e+01	6.82480e+05	3.84975e+05
2.10816e+02	8.50000e+01	7.49788e+05	4.49613e+05
1.50583e+02	8.50000e+01	8.27666e+05	5.30134e+05
1.07559e+02	8.50000e+01	9.18177e+05	6.30451e+05
7.68279e+01	8.50000e+01	1.02403e+06	7.54825e+05
5.48770e+01	8.50000e+01	1.14862e+06	9.09338e+05
3.91979e+01	8.50000e+01	1.29508e+06	1.10070e+06
2.79985e+01	8.50000e+01	1.47173e+06	1.34216e+06
1.99989e+01	8.50000e+01	1.68112e+06	1.64447e+06
1.42850e+01	8.50000e+01	1.92966e+06	2.01842e+06
1.02035e+01	8.50000e+01	2.23063e+06	2.49227e+06
7.28824e+00	8.50000e+01	2.59229e+06	3.08720e+06
5.20588e+00	8.50000e+01	3.02987e+06	3.83915e+06
3.71849e+00	8.50000e+01	3.55794e+06	4.80083e+06
2.65606e+00	8.50000e+01	4.21560e+06	6.12732e+06
1.89719e+00	8.50000e+01	4.97199e+06	7.63247e+06
1.35513e+00	8.50000e+01	5.90777e+06	9.53404e+06
9.67953e-01	8.50000e+01	7.04855e+06	1.20762e+07
6.91395e-01	8.50000e+01	8.43773e+06	1.52950e+07
4.93854e-01	8.50000e+01	1.01415e+07	1.93970e+07
3.52753e-01	8.50000e+01	1.21887e+07	2.45177e+07
2.51966e-01	8.50000e+01	1.45744e+07	3.13656e+07
1.79976e-01	8.50000e+01	1.73468e+07	4.05981e+07
1.28554e-01	8.50000e+01	2.04545e+07	5.26018e+07
1.00000e-01	8.50000e+01	2.29231e+07	6.36139e+07
